CloudletId,Status,Status,DatacenterId,VmId,Time,StartTime,FinishTime,SubTime, SubTime,TotalCost,CloudletType,HostId
0,SUCCESS,2,0,0.4,3.2,3.6,3.2,10.2,MAPPER,0
20,SUCCESS,2,20,0.4,3.2,3.6,3.2,10.2,MAPPER,0
1,SUCCESS,2,1,0.4,3.2,3.6,3.2,10.2,MAPPER,1
21,SUCCESS,2,21,0.4,3.2,3.6,3.2,10.2,MAPPER,1
2,SUCCESS,2,2,0.4,3.2,3.6,3.2,10.2,MAPPER,2
22,SUCCESS,2,22,0.4,3.2,3.6,3.2,10.2,MAPPER,2
3,SUCCESS,2,3,0.4,3.2,3.6,3.2,10.2,MAPPER,3
23,SUCCESS,2,23,0.4,3.2,3.6,3.2,10.2,MAPPER,3
4,SUCCESS,2,4,0.4,3.2,3.6,3.2,10.2,MAPPER,4
24,SUCCESS,2,24,0.4,3.2,3.6,3.2,10.2,MAPPER,4
5,SUCCESS,2,5,0.4,3.2,3.6,3.2,10.2,MAPPER,5
25,SUCCESS,2,25,0.4,3.2,3.6,3.2,10.2,MAPPER,5
6,SUCCESS,2,6,0.4,3.2,3.6,3.2,10.2,MAPPER,6
26,SUCCESS,2,26,0.4,3.2,3.6,3.2,10.2,MAPPER,6
7,SUCCESS,2,7,0.4,3.2,3.6,3.2,10.2,MAPPER,7
27,SUCCESS,2,27,0.4,3.2,3.6,3.2,10.2,MAPPER,7
8,SUCCESS,2,8,0.4,3.2,3.6,3.2,10.2,MAPPER,8
28,SUCCESS,2,28,0.4,3.2,3.6,3.2,10.2,MAPPER,8
9,SUCCESS,2,9,0.4,3.2,3.6,3.2,10.2,MAPPER,9
29,SUCCESS,2,29,0.4,3.2,3.6,3.2,10.2,MAPPER,9
10,SUCCESS,2,10,0.4,3.2,3.6,3.2,10.2,MAPPER,10
30,SUCCESS,2,30,0.4,3.2,3.6,3.2,10.2,MAPPER,10
11,SUCCESS,2,11,0.4,3.2,3.6,3.2,10.2,MAPPER,11
31,SUCCESS,2,31,0.4,3.2,3.6,3.2,10.2,MAPPER,11
12,SUCCESS,2,12,0.4,3.2,3.6,3.2,10.2,MAPPER,12
32,SUCCESS,2,32,0.4,3.2,3.6,3.2,10.2,MAPPER,12
13,SUCCESS,2,13,0.4,3.2,3.6,3.2,10.2,MAPPER,13
33,SUCCESS,2,33,0.4,3.2,3.6,3.2,10.2,MAPPER,13
14,SUCCESS,2,14,0.4,3.2,3.6,3.2,10.2,MAPPER,14
34,SUCCESS,2,34,0.4,3.2,3.6,3.2,10.2,MAPPER,14
15,SUCCESS,2,15,0.4,3.2,3.6,3.2,10.2,MAPPER,15
35,SUCCESS,2,35,0.4,3.2,3.6,3.2,10.2,MAPPER,15
16,SUCCESS,2,16,0.4,3.2,3.6,3.2,10.2,MAPPER,16
