CloudletId,Status,Status,DatacenterId,VmId,Time,StartTime,FinishTime,SubTime, SubTime,TotalCost,CloudletType,HostId
0,SUCCESS,2,0,0.4,3.1,3.5,3.1,10.2,MAPPER,0
1,SUCCESS,2,1,0.4,3.1,3.5,3.1,10.2,MAPPER,1
2,SUCCESS,2,2,0.4,3.1,3.5,3.1,10.2,MAPPER,2
3,SUCCESS,2,3,0.4,3.1,3.5,3.1,10.2,MAPPER,3
4,SUCCESS,2,4,0.4,3.1,3.5,3.1,10.2,MAPPER,4
5,SUCCESS,2,5,0.4,3.1,3.5,3.1,10.2,MAPPER,5
6,SUCCESS,2,6,0.4,3.1,3.5,3.1,10.2,MAPPER,6
7,SUCCESS,2,7,0.4,3.1,3.5,3.1,10.2,MAPPER,7
8,SUCCESS,2,8,0.4,3.1,3.5,3.1,10.2,MAPPER,8
9,SUCCESS,2,9,0.4,3.1,3.5,3.1,10.2,MAPPER,9
10,SUCCESS,2,0,0.4,3.5,3.9,3.1,10.2,MAPPER,0
11,SUCCESS,2,1,0.4,3.5,3.9,3.1,10.2,MAPPER,1
12,SUCCESS,2,2,0.4,3.5,3.9,3.1,10.2,MAPPER,2
13,SUCCESS,2,3,0.4,3.5,3.9,3.1,10.2,MAPPER,3
14,SUCCESS,2,4,0.4,3.5,3.9,3.1,10.2,MAPPER,4
15,SUCCESS,2,5,0.4,3.5,3.9,3.1,10.2,MAPPER,5
16,SUCCESS,2,6,0.4,3.5,3.9,3.1,10.2,MAPPER,6
17,SUCCESS,2,7,0.4,3.5,3.9,3.1,10.2,MAPPER,7
18,SUCCESS,2,8,0.4,3.5,3.9,3.1,10.2,MAPPER,8
19,SUCCESS,2,9,0.4,3.5,3.9,3.1,10.2,MAPPER,9
20,SUCCESS,2,0,0.4,3.9,4.3,3.1,10.2,MAPPER,0
21,SUCCESS,2,1,0.4,3.9,4.3,3.1,10.2,MAPPER,1
22,SUCCESS,2,2,0.4,3.9,4.3,3.1,10.2,MAPPER,2
23,SUCCESS,2,3,0.4,3.9,4.3,3.1,10.2,MAPPER,3
24,SUCCESS,2,4,0.4,3.9,4.3,3.1,10.2,MAPPER,4
25,SUCCESS,2,5,0.4,3.9,4.3,3.1,10.2,MAPPER,5
26,SUCCESS,2,6,0.4,3.9,4.3,3.1,10.2,MAPPER,6
27,SUCCESS,2,7,0.4,3.9,4.3,3.1,10.2,MAPPER,7
28,SUCCESS,2,8,0.4,3.9,4.3,3.1,10.2,MAPPER,8
29,SUCCESS,2,9,0.4,3.9,4.3,3.1,10.2,MAPPER,9
30,SUCCESS,2,0,0.4,4.3,4.7,3.1,10.2,MAPPER,0
31,SUCCESS,2,1,0.4,4.3,4.7,3.1,10.2,MAPPER,1
32,SUCCESS,2,2,0.4,4.3,4.7,3.1,10.2,MAPPER,2
33,SUCCESS,2,3,0.4,4.3,4.7,3.1,10.2,MAPPER,3
34,SUCCESS,2,4,0.4,4.3,4.7,3.1,10.2,MAPPER,4
35,SUCCESS,2,5,0.4,4.3,4.7,3.1,10.2,MAPPER,5
36,SUCCESS,2,6,0.4,4.3,4.7,3.1,10.2,MAPPER,6
37,SUCCESS,2,7,0.4,4.3,4.7,3.1,10.2,MAPPER,7
38,SUCCESS,2,8,0.4,4.3,4.7,3.1,10.2,MAPPER,8
39,SUCCESS,2,9,0.4,4.3,4.7,3.1,10.2,MAPPER,9
40,SUCCESS,2,0,0.4,4.7,5.1,3.1,10.2,MAPPER,0
41,SUCCESS,2,1,0.4,4.7,5.1,3.1,10.2,MAPPER,1
42,SUCCESS,2,2,0.4,4.7,5.1,3.1,10.2,MAPPER,2
43,SUCCESS,2,3,0.4,4.7,5.1,3.1,10.2,MAPPER,3
44,SUCCESS,2,4,0.4,4.7,5.1,3.1,10.2,MAPPER,4
45,SUCCESS,2,5,0.4,4.7,5.1,3.1,10.2,MAPPER,5
46,SUCCESS,2,6,0.4,4.7,5.1,3.1,10.2,MAPPER,6
47,SUCCESS,2,7,0.4,4.7,5.1,3.1,10.2,MAPPER,7
48,SUCCESS,2,8,0.4,4.7,5.1,3.1,10.2,MAPPER,8
49,SUCCESS,2,9,0.4,4.7,5.1,3.1,10.2,MAPPER,9
50,SUCCESS,2,0,0.4,5.1,5.5,3.1,10.2,MAPPER,0
51,SUCCESS,2,1,0.4,5.1,5.5,3.1,10.2,MAPPER,1
52,SUCCESS,2,2,0.4,5.1,5.5,3.1,10.2,MAPPER,2
53,SUCCESS,2,3,0.4,5.1,5.5,3.1,10.2,MAPPER,3
54,SUCCESS,2,4,0.4,5.1,5.5,3.1,10.2,MAPPER,4
55,SUCCESS,2,5,0.4,5.1,5.5,3.1,10.2,MAPPER,5
56,SUCCESS,2,6,0.4,5.1,5.5,3.1,10.2,MAPPER,6
57,SUCCESS,2,7,0.4,5.1,5.5,3.1,10.2,MAPPER,7
58,SUCCESS,2,8,0.4,5.1,5.5,3.1,10.2,MAPPER,8
59,SUCCESS,2,9,0.4,5.1,5.5,3.1,10.2,MAPPER,9
60,SUCCESS,2,0,0.4,5.5,5.9,3.1,10.2,MAPPER,0
61,SUCCESS,2,1,0.4,5.5,5.9,3.1,10.2,MAPPER,1
62,SUCCESS,2,2,0.4,5.5,5.9,3.1,10.2,MAPPER,2
63,SUCCESS,2,3,0.4,5.5,5.9,3.1,10.2,MAPPER,3
